time(s),Lead_I
0.4120,0.10658731
0.4140,-0.30485424
0.4160,0.07811615
0.4180,-0.08760520
0.4200,-0.07368497
0.4220,0.00486391
0.4240,-0.26511523
0.4260,-0.05968842
0.4280,-0.21134886
0.4300,0.08298598
0.4320,-0.09670250
0.4340,0.06581527
0.4360,0.24756980
0.4380,0.06305011
0.4400,-0.18699785
0.4420,-0.32987085
0.4440,-0.24249221
0.4460,-0.26949251
0.4480,-0.11907478
0.4500,0.27257141
0.4520,0.35676789
0.4540,0.70606983
0.4560,0.91247976
0.4580,0.31495956
0.4600,0.45580247
0.4620,0.20811927
0.4640,-0.62476885
0.4660,0.07452476
0.4680,0.07096300
0.4700,-0.19551966
0.4720,-0.42786705
0.4740,-0.33193573
0.4760,-0.75516510
0.4780,-0.53473777
0.4800,0.16770008
0.4820,0.33327806
0.4840,0.41693017
0.4860,0.47472060
0.4880,0.41755900
0.4900,0.73703444
0.4920,0.88750577
0.4940,0.57043880
0.4960,0.26859924
0.4980,-0.13469353
0.5000,0.01759312
0.5020,0.06309968
0.5040,-0.01144403
0.5060,-0.18318255
0.5080,-0.22283790
0.5100,-0.29707623
0.5120,-0.61710066
0.5140,-0.26118743
0.5160,-0.10142822
0.5180,-0.07855565
0.5200,-0.20310742
0.5220,0.11806642
0.5240,0.21786486
0.5260,-0.13258623
0.5280,-0.17080976
0.5300,-0.08378808
0.5320,-0.04222142
0.5340,-0.06788089
0.5360,-0.25348705
0.5380,-0.21369505
0.5400,-0.11353143
0.5420,-0.06615522
0.5440,-0.05330838
0.5460,0.15792595
0.5480,-0.08126531
0.5500,-0.08006900
0.5520,-0.05187402
0.5540,-0.20019448
0.5560,-0.13688909
0.5580,-0.23306528
0.5600,-0.14426911
0.5620,0.18340516
0.5640,0.20883335
0.5660,0.21011254
0.5680,-0.00632813
0.5700,-0.05423298
0.5720,-0.14327979
0.5740,-0.12226115
0.5760,0.00146554
0.5780,0.10446581
0.5800,0.10666061
0.5820,0.14877613
0.5840,0.06438737
0.5860,0.42569456
0.5880,0.22066014
0.5900,0.19222252
0.5920,0.14962403
0.5940,-0.21610440
0.5960,-0.08521374
0.5980,0.04291063
0.6000,-0.07089809
0.6020,0.03305797
0.6040,0.17470126
0.6060,-0.20794106
0.6080,-0.01059987
0.6100,0.09928887
0.6120,-0.24536665
0.6140,0.16220212
0.6160,-0.18705460
0.6180,0.22626536
0.6200,0.09210812
0.6220,-0.04495766
0.6240,0.03006108
0.6260,-0.21754457
0.6280,-0.14949265
0.6300,-0.03103036
0.6320,0.06980891
0.6340,-0.07526665
0.6360,0.24223930
0.6380,0.03887554
0.6400,-0.05215414
0.6420,0.17504930
0.6440,-0.32744741
0.6460,0.19625184
0.6480,-0.09897539
0.6500,0.05650121
0.6520,0.19818842
0.6540,-0.01109217
0.6560,0.07186698
0.6580,-0.05147449
0.6600,-0.00585634
0.6620,0.01502200
0.6640,0.01214686
0.6660,-0.00746027
0.6680,-0.12806928
0.6700,0.03828009
0.6720,-0.02159302
0.6740,0.02979749
0.6760,-0.06245686
0.6780,0.02867411
0.6800,0.09023046
0.6820,-0.14141214
0.6840,-0.03290847
0.6860,-0.18005025
0.6880,-0.07497165
0.6900,-0.11110625
0.6920,-0.10493567
0.6940,-0.21616170
0.6960,0.08231786
0.6980,-0.14440279
0.7000,-0.06659877
0.7020,-0.17805889
0.7040,-0.06951659
0.7060,-0.07330059
0.7080,-0.17011642
0.7100,-0.12607253
0.7120,-0.09336217
0.7140,-0.08313764
0.7160,-0.17697072
0.7180,-0.10264187
0.7200,0.07984345
0.7220,-0.18655513
0.7240,-0.05663008
0.7260,0.04785183
0.7280,0.19300942
0.7300,0.02664351
0.7320,-0.02381073
0.7340,-0.01929539
0.7360,0.00590367
0.7380,0.01593302
0.7400,-0.06439145
0.7420,-0.00694594
0.7440,0.02461483
0.7460,0.18804239
0.7480,0.17743082
0.7500,0.17683592
0.7520,-0.00145237
0.7540,0.25816229
0.7560,0.07313324
0.7580,0.06197895
0.7600,0.06334397
0.7620,0.17963742
0.7640,0.01967116
0.7660,0.12455196
0.7680,0.17023571
0.7700,0.14485341
0.7720,0.21550655
0.7740,-0.06363875
0.7760,0.15093859
0.7780,-0.11855607
0.7800,0.08858150
0.7820,0.02032678
0.7840,0.12558150
0.7860,0.13349164
0.7880,0.27629668
0.7900,0.05229358
0.7920,0.20372459
0.7940,-0.19431402
0.7960,-0.25133839
0.7980,-0.17093597
0.8000,-0.08116301
0.8020,0.33364737
0.8040,0.31836626
0.8060,0.28293502
0.8080,0.02315671
0.8100,0.00979846
0.8120,-0.15964827
0.8140,-0.11884409
0.8160,-0.15096074
0.8180,0.04527478
0.8200,-0.08142775
0.8220,0.14128673
0.8240,-0.25331444
0.8260,0.15118136
0.8280,-0.09651235
0.8300,-0.13648583
0.8320,-0.15246204
0.8340,0.14702435
0.8360,0.01765882
0.8380,0.06925592
0.8400,-0.17157674
0.8420,-0.33792487
0.8440,-0.09596977
0.8460,-0.08266112
0.8480,-0.14264822
0.8500,-0.08208259
0.8520,-0.12149294
0.8540,0.01618168
0.8560,-0.15249972
0.8580,0.09486348
0.8600,-0.09891634
0.8620,-0.02892012
0.8640,-0.10540105
0.8660,-0.46261883
0.8680,-0.51313996
0.8700,-0.21784681
0.8720,-0.26935482
0.8740,-0.16933446
0.8760,0.12374723
0.8780,0.36688834
0.8800,-0.02887177
0.8820,-0.02618594
0.8840,0.10446122
0.8860,-0.09677064
0.8880,-0.24783051
0.8900,-0.27467963
0.8920,-0.08924889
0.8940,-0.17079331
0.8960,0.15667416
0.8980,-0.20496181
0.9000,-0.14002265
0.9020,0.17823787
0.9040,0.19194652
0.9060,0.06627635
0.9080,-0.17718607
0.9100,-0.05236979
0.9120,-0.28822020
0.9140,-0.10016893
0.9160,-0.18762612
0.9180,-0.36574912
0.9200,-0.42832682
0.9220,-0.27051443
0.9240,0.17872180
0.9260,0.13303187
0.9280,0.31001678
0.9300,-0.03533266
0.9320,-0.29550615
0.9340,-0.38493416
0.9360,-0.44811821
0.9380,-0.19346495
0.9400,-0.27890223
0.9420,-0.33111772
0.9440,-0.16710511
0.9460,-0.18718696
0.9480,-0.12957589
0.9500,0.02927879
0.9520,0.30506861
0.9540,0.44206563
0.9560,0.17130968
0.9580,0.21626393
0.9600,0.14508456
0.9620,0.08466163
0.9640,0.11660252
0.9660,0.07815479
0.9680,-0.34741884
0.9700,-0.16166480
0.9720,-0.08173925
0.9740,0.49692285
0.9760,0.51729769
0.9780,0.11950664
0.9800,0.18821976
0.9820,0.08043436
0.9840,0.16704609
0.9860,0.01630078
0.9880,-0.28456849
0.9900,-0.04939121
0.9920,0.01654798
0.9940,0.07504744
0.9960,0.12934986
0.9980,0.13198070
1.0000,0.13639466
1.0020,-0.05643535
1.0040,0.00990603
1.0060,0.14110941
1.0080,0.11952837
1.0100,-0.05815284
1.0120,-0.06840240
1.0140,0.03810158
1.0160,-0.15853915
1.0180,-0.27934104
1.0200,0.12045909
1.0220,-0.15211783
1.0240,-0.05986198
1.0260,0.30125681
1.0280,0.09220323
1.0300,-0.07418062
1.0320,-0.35768506
1.0340,-0.05517982
1.0360,-0.17974044
1.0380,0.01531721
1.0400,-0.24684055
1.0420,-0.07722203
1.0440,-0.02782455
1.0460,-0.21109550
1.0480,-0.27281594
1.0500,-0.44645572
1.0520,-0.15509325
1.0540,-0.14860016
1.0560,-0.36433700
1.0580,0.21367189
1.0600,0.58591872
1.0620,0.08671724
1.0640,-0.19322510
1.0660,-0.34044057
1.0680,-0.06219591
1.0700,-0.28345355
1.0720,0.31225035
1.0740,0.88824058
1.0760,0.10035382
1.0780,0.38752070
1.0800,-0.11690637
1.0820,-0.48073810
1.0840,-0.15437305
1.0860,0.11904655
1.0880,0.22809452
1.0900,-0.28014407
1.0920,-0.52768666
1.0940,0.07149740
1.0960,-0.45180696
1.0980,0.24426553
1.1000,0.05211286
1.1020,-0.07303328
1.1040,-0.04885250
1.1060,0.24412329
1.1080,-0.01069221
1.1100,0.24296278
1.1120,-0.04745171
1.1140,-0.19362296
1.1160,-0.07322056
1.1180,-0.04294540
1.1200,0.56269544
1.1220,-0.49928588
1.1240,-0.09503400
1.1260,0.18365355
1.1280,-0.03105932
1.1300,-0.13494819
1.1320,-0.23226923
1.1340,-0.22702909
1.1360,-0.20895545
1.1380,-0.24860705
1.1400,-0.19552030
1.1420,0.07683117
1.1440,0.10396428
1.1460,0.55103421
1.1480,0.58877492
1.1500,-0.34915090
1.1520,0.02331057
1.1540,-0.24038568
1.1560,-0.02300188
1.1580,-0.19535454
1.1600,-0.02114153
1.1620,-0.14924954
1.1640,0.04628363
1.1660,0.28777254
1.1680,0.31402507
1.1700,0.27788416
1.1720,-0.03617191
1.1740,-0.03899417
1.1760,-0.06172520
1.1780,-0.33566329
1.1800,-0.28063262
1.1820,-0.43544474
1.1840,-0.01229575
1.1860,-0.09225328
1.1880,0.12801124
1.1900,0.13030314
1.1920,0.38544226
1.1940,0.23244810
1.1960,0.54477614
1.1980,-0.02228161
1.2000,0.08431689
1.2020,-0.03385391
1.2040,0.07248249
1.2060,0.01771687
1.2080,0.36464170
1.2100,0.32003653
1.2120,0.24849056
1.2140,0.32985970
1.2160,0.45150608
1.2180,0.08369108
1.2200,0.09058873
1.2220,-0.01515118
1.2240,0.04083111
1.2260,0.07835425
1.2280,0.25517914
1.2300,0.15819855
1.2320,-0.09237878
1.2340,-0.06797794
1.2360,-0.12118398
1.2380,-0.17342134
1.2400,0.17946395
1.2420,0.39534089
1.2440,0.49877846
1.2460,0.26109236
1.2480,0.35994923
1.2500,-0.35147807
1.2520,-0.24455440
1.2540,-0.48932865
1.2560,0.29557326
1.2580,0.08259713
1.2600,-0.05594165
1.2620,-0.16496207
1.2640,0.03855231
1.2660,0.07662991
1.2680,-0.00571056
1.2700,-0.21224587
1.2720,-0.22601226
1.2740,-0.06868520
1.2760,0.20311970
1.2780,0.28327546
1.2800,0.21698822
1.2820,-0.02058142
1.2840,-0.19721305
1.2860,-0.41178545
1.2880,-0.14788553
1.2900,-0.09314930
1.2920,-0.07053954
1.2940,0.00183903
1.2960,0.27984321
1.2980,-0.44454876
1.3000,-0.27475357
1.3020,0.06784128
1.3040,0.16383097
1.3060,-0.06284989
1.3080,-0.34211943
1.3100,-0.22907352
1.3120,0.24829921
1.3140,-0.04898155
1.3160,-0.11844049
1.3180,0.38739830
1.3200,0.16570227
1.3220,0.45012510
1.3240,0.23195094
1.3260,0.30790713
1.3280,0.26702335
1.3300,-0.32138991
1.3320,-0.19651715
1.3340,-0.06947521
1.3360,0.72230679
1.3380,0.13634698
1.3400,0.34004599
1.3420,0.61172777
1.3440,0.38445699
1.3460,-0.08825962
1.3480,-0.40875864
1.3500,-0.11827557
1.3520,-0.05864295
1.3540,0.10140107
1.3560,0.01121547
1.3580,-0.24706285
1.3600,0.18150386
1.3620,0.07769666
1.3640,0.00706164
1.3660,-0.00286189
1.3680,0.01293146
1.3700,0.14321671
1.3720,0.26882136
1.3740,0.14451090
1.3760,0.14820221
1.3780,-0.01362853
1.3800,-0.10296743
1.3820,-0.02861473
1.3840,-0.13638729
1.3860,-0.19781211
1.3880,-0.02889884
1.3900,-0.22384268
1.3920,-0.01171988
1.3940,-0.19367044
1.3960,0.00432223
1.3980,-0.02471215
1.4000,0.00029795
1.4020,0.36394516
1.4040,0.13663386
1.4060,0.02281641
1.4080,0.10347670
1.4100,0.16242231
1.4120,0.41352171
1.4140,0.48843417
1.4160,0.38916764
1.4180,-0.24295542
1.4200,-0.20518960
1.4220,-0.47265619
1.4240,-0.39915943
1.4260,-0.45929432
1.4280,-0.26422486
1.4300,-0.29462078
1.4320,-0.12997620
1.4340,0.05045547
1.4360,0.21582708
1.4380,0.24058254
1.4400,0.17979145
1.4420,0.26333886
1.4440,0.16886361
1.4460,0.18684773
1.4480,0.37612200
1.4500,0.38935170
1.4520,0.52774704
1.4540,0.17154391
1.4560,0.30865160
1.4580,0.17105734
1.4600,0.09413945
1.4620,-0.01805813
1.4640,-0.13637294
1.4660,-0.36706993
1.4680,-0.26890969
1.4700,-0.28649729
1.4720,-0.10589283
1.4740,-0.11313950
1.4760,0.01352421
1.4780,0.38104117
1.4800,0.05185704
1.4820,-0.04437903
1.4840,0.22217286
1.4860,-0.05729845
1.4880,-0.03623510
1.4900,0.01651042
1.4920,-0.02477588
1.4940,-0.30370802
1.4960,-0.10435376
1.4980,-0.36237696
1.5000,0.25673202
1.5020,0.16777243
1.5040,0.70579612
1.5060,-0.03825412
1.5080,0.42623466
1.5100,0.52637333
1.5120,0.54840046
1.5140,0.16805013
1.5160,0.12277250
1.5180,0.21646421
1.5200,-0.33488256
1.5220,-0.04896281
1.5240,-0.04176867
1.5260,-0.04851332
1.5280,-0.31089517
1.5300,-0.09044237
1.5320,-0.32631773
1.5340,-0.00005661
1.5360,0.10387147
1.5380,0.64381641
1.5400,0.40791520
1.5420,0.37674025
1.5440,0.29137465
1.5460,0.11078564
1.5480,0.35235620
1.5500,0.66473740
1.5520,0.17105955
1.5540,0.09419545
1.5560,-0.35105777
1.5580,-0.24865463
1.5600,-0.43195581
1.5620,-0.38643661
1.5640,-0.00176998
1.5660,-0.12839715
1.5680,-0.42231899
1.5700,-0.06672195
1.5720,-0.18500410
1.5740,-0.15167874
1.5760,0.39420688
1.5780,0.22566059
1.5800,-0.15679039
1.5820,-0.04171797
1.5840,0.53500456
1.5860,0.26575446
1.5880,-0.22342709
1.5900,0.07445260
1.5920,-0.22903486
1.5940,-0.27264282
1.5960,0.21226813
1.5980,0.03690829
1.6000,-0.20061767
1.6020,-0.01061297
1.6040,0.03933146
1.6060,-0.09112328
1.6080,0.50803834
1.6100,0.15019263
1.6120,-0.17234083
1.6140,-0.56719792
1.6160,-0.52562243
1.6180,-0.30454424
1.6200,0.29413372
1.6220,0.16088979
1.6240,0.10000975
1.6260,-0.03863406
1.6280,-0.08278307
1.6300,-0.16762628
1.6320,-0.18352337
1.6340,-0.18971393
1.6360,-0.03387626
1.6380,-0.13987374
1.6400,-0.08400019
1.6420,0.11354597
1.6440,0.50254494
1.6460,0.25097674
1.6480,0.27183315
1.6500,0.06445527
1.6520,-0.05782508
1.6540,0.02985360
1.6560,-0.25539598
1.6580,-0.12681970
1.6600,0.06062635
1.6620,0.49064049
1.6640,0.41104230
1.6660,0.29933244
1.6680,-0.00250022
1.6700,-0.08793971
1.6720,-0.27751461
1.6740,-0.14549258
1.6760,0.05238143
1.6780,0.03713838
1.6800,0.43798107
1.6820,-0.02265987
1.6840,0.21538654
1.6860,0.06719590
1.6880,0.31744528
1.6900,0.14727721
1.6920,0.02611302
1.6940,0.11179215
1.6960,0.09685458
1.6980,0.05770990
1.7000,0.03450073
1.7020,-0.00544935
1.7040,0.00274173
1.7060,0.30554235
1.7080,0.19213966
1.7100,0.25332278
1.7120,0.07392220
1.7140,-0.27493966
1.7160,-0.25365922
1.7180,-0.11848155
1.7200,0.00003113
1.7220,0.19961396
1.7240,0.02900766
1.7260,0.07201888
1.7280,-0.05741617
1.7300,-0.28823897
1.7320,-0.03944211
1.7340,-0.08254712
1.7360,-0.18752551
1.7380,-0.02131651
1.7400,-0.06652468
1.7420,-0.10786180
1.7440,-0.55495679
1.7460,-0.56554079
1.7480,-0.20082094
1.7500,-0.13443720
1.7520,-0.25571796
1.7540,-0.23694488
1.7560,-0.65372020
1.7580,-0.11628457
1.7600,0.00102837
1.7620,0.01366197
1.7640,-0.03727891
1.7660,0.01932813
1.7680,0.04374703
1.7700,-0.20263273
1.7720,-0.13623405
1.7740,0.13531463
1.7760,0.00847069
1.7780,0.15556040
1.7800,0.03719377
1.7820,-0.16865137
1.7840,0.28232029
1.7860,-0.08874895
1.7880,-0.06042874
1.7900,-0.08853009
1.7920,0.06108315
1.7940,0.03327109
1.7960,0.05699416
1.7980,0.05345767
1.8000,0.15330650
1.8020,0.14702028
1.8040,0.11192735
1.8060,-0.00475973
1.8080,-0.05367091
1.8100,0.08557394
1.8120,-0.09063518
1.8140,-0.13275492
1.8160,-0.03368320
1.8180,-0.33693165
1.8200,0.21949911
1.8220,0.14330876
1.8240,0.13827960
1.8260,0.02150006
1.8280,-0.00017980
1.8300,-0.01250777
1.8320,0.10591433
1.8340,-0.24962638
1.8360,-0.33078459
1.8380,-0.09247378
1.8400,-0.26288804
1.8420,-0.03252580
1.8440,-0.01886525
1.8460,0.22873488
1.8480,-0.03737318
1.8500,-0.18859726
1.8520,0.05570339
1.8540,0.04387271
1.8560,0.00172160
1.8580,-0.48244864
1.8600,-0.49619979
1.8620,-0.49499065
1.8640,-0.05071533
1.8660,0.05586488
1.8680,-0.19462457
1.8700,-0.17384024
1.8720,0.15135865
1.8740,-0.01901485
1.8760,0.19129734
1.8780,-0.14672840
1.8800,-0.18332753
1.8820,-0.18234840
1.8840,-0.48169944
1.8860,-0.66053694
1.8880,0.12169960
1.8900,0.12118098
1.8920,-0.25781041
1.8940,0.02365738
1.8960,0.08305047
1.8980,-0.04708268
1.9000,0.03941062
1.9020,-0.01272687
1.9040,0.09618767
1.9060,0.00459484
1.9080,0.06560255
1.9100,-0.00030578
1.9120,0.18533386
1.9140,0.37517351
1.9160,0.29816249
1.9180,0.42936030
1.9200,0.46115270
1.9220,0.32690138
1.9240,0.35549709
1.9260,0.45281449
1.9280,0.41052932
1.9300,-0.33681101
1.9320,-0.22216853
1.9340,0.53968602
1.9360,0.45511493
1.9380,0.23800905
1.9400,0.24879980
1.9420,0.07705934
1.9440,0.20148639
1.9460,0.32614806
1.9480,0.51689768
1.9500,0.32497737
1.9520,0.18870606
1.9540,-0.07352241
1.9560,0.24731325
1.9580,0.02938841
1.9600,0.16862720
1.9620,0.01380990
1.9640,-0.32102010
1.9660,0.22041129
1.9680,0.21874034
1.9700,0.13011661
1.9720,0.14393181
1.9740,-0.14108719
1.9760,0.06224853
1.9780,0.16883425
1.9800,0.19798596
1.9820,0.26349616
1.9840,0.00356560
1.9860,0.07890874
1.9880,-0.04270642
1.9900,-0.23774877
1.9920,-0.14417623
1.9940,0.27313152
1.9960,0.08835154
1.9980,0.09137349
2.0000,0.01434199
2.0020,-0.02592457
2.0040,0.02503679
2.0060,0.21233888
2.0080,0.32338494
2.0100,-0.19460191
2.0120,-0.22707440
2.0140,-0.19964384
2.0160,-0.01164817
2.0180,-0.04185053
2.0200,-0.24913882
2.0220,0.06192349
2.0240,-0.15973996
2.0260,0.44931737
2.0280,0.48082179
2.0300,0.15463316
2.0320,-0.17552552
2.0340,-0.01642187
2.0360,-0.32522839
2.0380,0.00819219
2.0400,-0.01316617
2.0420,0.05718062
2.0440,0.12383319
2.0460,-0.15794687
2.0480,0.25143501
2.0500,0.06528143
2.0520,0.41553566
2.0540,-0.09310482
2.0560,-0.19887356
2.0580,0.01279898
2.0600,-0.04031068
2.0620,0.25663090
2.0640,0.00439502
2.0660,0.11595343
2.0680,0.16285267
2.0700,-0.04315959
2.0720,-0.05677444
2.0740,0.20446204
2.0760,0.26256943
2.0780,-0.05110225
2.0800,-0.33942527
2.0820,0.14860873
2.0840,0.29914993
2.0860,-0.14585097
2.0880,0.15317544
2.0900,0.14037056
2.0920,0.19649291
2.0940,0.17513947
2.0960,-0.09157626
2.0980,0.08377068
2.1000,-0.02372675
2.1020,0.10124232
2.1040,-0.20685515
2.1060,0.22191378
2.1080,0.30996519
2.1100,0.21072212
2.1120,0.06098580
2.1140,0.04786269
2.1160,-0.10967519
2.1180,0.16151857
2.1200,0.18177608
2.1220,-0.05514770
2.1240,-0.04597050
2.1260,-0.02800418
2.1280,0.06582796
2.1300,-0.11978456
2.1320,0.19540104
2.1340,0.01111807
2.1360,0.13559076
2.1380,0.03232662
2.1400,0.12405317
2.1420,0.34884211
2.1440,-0.06321286
2.1460,0.03339253
2.1480,0.05132514
2.1500,0.01895728
2.1520,-0.19287343
2.1540,0.08800268
2.1560,0.20145263
2.1580,0.13517328
2.1600,0.38784358
2.1620,-0.03790576
2.1640,-0.00246877
2.1660,0.20182151
2.1680,-0.06569356
2.1700,0.10649927
2.1720,0.01091992
2.1740,0.09605417
2.1760,-0.15849654
2.1780,0.08214886
2.1800,0.10695411
2.1820,0.10407865
2.1840,-0.08219890
2.1860,0.02755728
2.1880,-0.02525291
2.1900,0.23428091
2.1920,0.04550888
2.1940,0.11389368
2.1960,0.26478377
2.1980,-0.04469052
2.2000,0.22608425
2.2020,-0.05747029
2.2040,0.06783538
2.2060,-0.18613729
2.2080,0.06215148
2.2100,0.08719076
2.2120,0.10359775
2.2140,0.07863326
2.2160,0.05948673
2.2180,0.10199866
2.2200,-0.03507025
2.2220,-0.00225961
2.2240,-0.04262790
2.2260,0.37170762
2.2280,0.24319714
2.2300,-0.14753769
2.2320,-0.00103365
2.2340,0.10395987
2.2360,-0.00258307
2.2380,0.38719368
2.2400,0.01980995
2.2420,-0.20651701
2.2440,-0.04681672
2.2460,0.00893165
2.2480,0.19928138
2.2500,-0.09557657
2.2520,0.10388122
2.2540,0.05885068
2.2560,0.15233418
2.2580,0.09958559
2.2600,0.17173040
2.2620,0.03558173
2.2640,-0.11219698
2.2660,0.11034352
2.2680,0.19197014
2.2700,0.13055067
2.2720,0.05901296
2.2740,0.13967682
2.2760,0.00757225
2.2780,0.02153960
2.2800,0.29391429
2.2820,-0.05897115
2.2840,-0.13979205
2.2860,0.21961273
2.2880,0.10636201
2.2900,0.06744588
2.2920,-0.02202743
2.2940,0.08684827
2.2960,-0.13591397
2.2980,-0.12739985
2.3000,-0.02059022
2.3020,0.20862201
2.3040,0.21168579
2.3060,0.27509680
2.3080,0.24747774
2.3100,0.00631876
2.3120,0.03209901
2.3140,-0.09094980
2.3160,-0.05732138
2.3180,0.04794807
2.3200,-0.06104070
2.3220,0.14248998
2.3240,0.27754149
2.3260,0.42600510
2.3280,0.36925587
2.3300,-0.23291099
2.3320,-0.17361628
2.3340,0.11443253
2.3360,0.07634742
2.3380,-0.00831269
2.3400,0.02906075
2.3420,0.08595706
2.3440,0.06022859
2.3460,0.09036810
2.3480,0.15811394
2.3500,0.02774287
2.3520,-0.06956146
2.3540,-0.02264829
2.3560,0.11139947
2.3580,0.01586518
2.3600,-0.01853288
2.3620,0.21092077
2.3640,0.05632482
2.3660,0.19752283
2.3680,0.11071283
2.3700,0.01260019
2.3720,-0.15634187
2.3740,0.05006287
2.3760,-0.05146438
2.3780,0.01041177
2.3800,0.74096739
2.3820,0.17614575
2.3840,-0.24631990
2.3860,-0.09710796
2.3880,-0.01078299
2.3900,0.20243067
2.3920,0.04139740
2.3940,-0.09664047
2.3960,0.05081972
2.3980,-0.07507631
2.4000,-0.26787731
2.4020,0.07089388
2.4040,0.28882757
2.4060,-0.03402179
2.4080,0.01586406
2.4100,0.14968586
2.4120,0.21997315
2.4140,-0.05961527
2.4160,0.06017025
2.4180,-0.01305469
2.4200,-0.08178617
2.4220,-0.13692799
2.4240,0.17124407
2.4260,0.05100727
2.4280,0.49673685
2.4300,0.09171052
2.4320,-0.03473718
